# x y u(x,y) v(x,y)
0.55 0.09 0.120568 -5.84161e-06
0.55 0.1 0.119577 -5.78542e-06
0.55 0.11 0.118485 -5.72352e-06
0.55 0.12 0.117293 -5.65596e-06
0.55 0.13 0.116002 -5.58282e-06
0.55 0.14 0.11461 -5.50415e-06
0.55 0.15 0.113118 -5.42005e-06
0.55 0.16 0.111525 -5.33059e-06
0.55 0.17 0.109833 -5.23587e-06
0.55 0.18 0.108041 -5.13596e-06
0.55 0.19 0.106148 -5.03099e-06
0.55 0.2 0.104155 -4.92103e-06
0.55 0.21 0.102062 -4.80622e-06
0.55 0.22 0.099869 -4.68665e-06
0.55 0.23 0.0975757 -4.56245e-06
0.55 0.24 0.0951821 -4.43374e-06
0.55 0.25 0.0926884 -4.30065e-06
0.55 0.26 0.0900945 -4.16331e-06
0.55 0.27 0.0874003 -4.02186e-06
0.55 0.28 0.0846059 -3.87643e-06
0.55 0.29 0.0817113 -3.72718e-06
0.55 0.3 0.0787165 -3.57425e-06
0.55 0.31 0.0756215 -3.41779e-06
0.55 0.32 0.0724262 -3.25797e-06
0.55 0.33 0.0691306 -3.09493e-06
0.55 0.34 0.0657348 -2.92885e-06
0.55 0.35 0.0622388 -2.75988e-06
0.55 0.36 0.0586425 -2.5882e-06
0.55 0.37 0.054946 -2.41398e-06
0.55 0.38 0.0511492 -2.2374e-06
0.55 0.39 0.0472521 -2.05862e-06
0.55 0.4 0.0432547 -1.87784e-06
0.55 0.41 0.0391571 -1.69522e-06
0.55 0.42 0.0349592 -1.51096e-06
0.55 0.43 0.0306611 -1.32523e-06
0.55 0.44 0.0262626 -1.13823e-06
0.55 0.45 0.0217639 -9.50143e-07
0.55 0.46 0.0171649 -7.61154e-07
0.55 0.47 0.0124656 -5.71455e-07
0.55 0.48 0.00766608 -3.81236e-07
0.55 0.49 0.00276624 -1.90687e-07

0.56 -0.5 0.00219616 -0
0.56 -0.49 0.00709657 -2.18491e-07
0.56 -0.48 0.0118972 -4.36709e-07
0.56 -0.47 0.0165982 -6.54442e-07
0.56 -0.46 0.0211995 -8.71477e-07
0.56 -0.45 0.025701 -1.0876e-06
0.56 -0.44 0.0301028 -1.30261e-06
0.56 -0.43 0.0344048 -1.51628e-06
0.56 -0.42 0.0386072 -1.72842e-06
0.56 -0.41 0.0427098 -1.93881e-06
0.56 -0.4 0.0467127 -2.14725e-06
0.56 -0.39 0.0506158 -2.35353e-06
0.56 -0.38 0.0544192 -2.55747e-06
0.56 -0.37 0.0581229 -2.75884e-06
0.56 -0.36 0.0617268 -2.95747e-06
0.56 -0.35 0.0652309 -3.15315e-06
0.56 -0.34 0.0686353 -3.3457e-06
0.56 -0.33 0.07194 -3.53493e-06
0.56 -0.32 0.0751449 -3.72065e-06
0.56 -0.31 0.07825 -3.90268e-06
0.56 -0.3 0.0812554 -4.08085e-06
0.56 -0.29 0.0841609 -4.25498e-06
0.56 -0.28 0.0869667 -4.4249e-06
0.56 -0.27 0.0896727 -4.59044e-06
0.56 -0.26 0.0922789 -4.75145e-06
0.56 -0.25 0.0947853 -4.90777e-06
0.56 -0.24 0.0971919 -5.05924e-06
0.56 -0.23 0.0994987 -5.20571e-06
0.56 -0.22 0.101706 -5.34705e-06
0.56 -0.21 0.103813 -5.48311e-06
0.56 -0.2 0.10582 -5.61376e-06
0.56 -0.19 0.107728 -5.73888e-06
0.56 -0.18 0.109535 -5.85834e-06
0.56 -0.17 0.111243 -5.97202e-06
0.56 -0.16 0.112851 -6.07982e-06
0.56 -0.15 0.114359 -6.18162e-06
0.56 -0.14 0.115767 -6.27733e-06
0.56 -0.13 0.117075 -6.36685e-06
0.56 -0.12 0.118284 -6.45009e-06
0.56 -0.11 0.119392 -6.52698e-06
0.56 -0.1 0.120401 -6.59743e-06
0.56 -0.09 0.121309 -6.66138e-06
0.56 -0.08 0.122118 -6.71877e-06
0.56 -0.07 0.122827 -6.76953e-06
0.56 -0.06 0.123435 -6.81362e-06
0.56 -0.05 0.123944 -6.85099e-06
0.56 -0.04 0.124353 -6.8816e-06
0.56 -0.03 0.124662 -6.90543e-06
0.56 -0.02 0.124871 -6.92245e-06
0.56 -0.01 0.12498 -6.93265e-06
0.56 0 0.124989 -6.936e-06
0.56 0.01 0.124898 -6.93251e-06
0.56 0.02 0.124707 -6.92219e-06
0.56 0.03 0.124416 -6.90503e-06
0.56 0.04 0.124025 -6.88106e-06
0.56 0.05 0.123533 -6.8503e-06
0.56 0.06 0.122942 -6.81277e-06
0.56 0.07 0.122251 -6.76852e-06
0.56 0.08 0.12146 -6.71759e-06
0.56 0.09 0.120568 -6.66003e-06
0.56 0.1 0.119577 -6.59589e-06
0.56 0.11 0.118485 -6.52524e-06
0.56 0.12 0.117293 -6.44814e-06
0.56 0.13 0.116002 -6.36467e-06
0.56 0.14 0.11461 -6.27492e-06
0.56 0.15 0.113118 -6.17897e-06
0.56 0.16 0.111525 -6.07691e-06
0.56 0.17 0.109833 -5.96885e-06
0.56 0.18 0.108041 -5.85489e-06
0.56 0.19 0.106148 -5.73515e-06
0.56 0.2 0.104155 -5.60974e-06
0.56 0.21 0.102062 -5.47879e-06
0.56 0.22 0.0998689 -5.34243e-06
0.56 0.23 0.0975755 -5.20079e-06
0.56 0.24 0.095182 -5.05402e-06
0.56 0.25 0.0926883 -4.90226e-06
0.56 0.26 0.0900943 -4.74565e-06
0.56 0.27 0.0874002 -4.58436e-06
0.56 0.28 0.0846058 -4.41855e-06
0.56 0.29 0.0817112 -4.24838e-06
0.56 0.3 0.0787164 -4.07403e-06
0.56 0.31 0.0756213 -3.89565e-06
0.56 0.32 0.072426 -3.71344e-06
0.56 0.33 0.0691305 -3.52758e-06
0.56 0.34 0.0657347 -3.33825e-06
0.56 0.35 0.0622386 -3.14563e-06
0.56 0.36 0.0586423 -2.94993e-06
0.56 0.37 0.0549458 -2.75134e-06
0.56 0.38 0.051149 -2.55005e-06
0.56 0.39 0.0472519 -2.34628e-06
0.56 0.4 0.0432546 -2.14021e-06
0.56 0.41 0.0391569 -1.93206e-06
0.56 0.42 0.0349591 -1.72204e-06
0.56 0.43 0.0306609 -1.51036e-06
0.56 0.44 0.0262624 -1.29723e-06
0.56 0.45 0.0217637 -1.08286e-06
0.56 0.46 0.0171647 -8.67467e-07
0.56 0.47 0.0124654 -6.51268e-07
0.56 0.48 0.00766589 -4.34479e-07
0.56 0.49 0.00276605 -2.17317e-07

0.57 -0.5 0.00219638 -0
0.57 -0.49 0.00709678 -2.45451e-07
0.57 -0.48 0.0118975 -4.90594e-07
0.57 -0.47 0.0165984 -7.3519e-07
0.57 -0.46 0.0211997 -9.78999e-07
0.57 -0.45 0.0257012 -1.22178e-06
0.57 -0.44 0.030103 -1.46331e-06
0.57 -0.43 0.034405 -1.70334e-06
0.57 -0.42 0.0386074 -1.94163e-06
0.57 -0.41 0.04271 -2.17796e-06
0.57 -0.4 0.0467129 -2.4121e-06
0.57 -0.39 0.050616 -2.64382e-06
0.57 -0.38 0.0544194 -2.87289e-06
0.57 -0.37 0.0581231 -3.09909e-06
0.57 -0.36 0.061727 -3.32219e-06
0.57 -0.35 0.0652311 -3.54199e-06
0.57 -0.34 0.0686355 -3.75826e-06
0.57 -0.33 0.0719402 -3.9708e-06
0.57 -0.32 0.0751451 -4.17939e-06
0.57 -0.31 0.0782502 -4.38385e-06
0.57 -0.3 0.0812555 -4.58395e-06
0.57 -0.29 0.0841611 -4.77952e-06
0.57 -0.28 0.0869669 -4.97035e-06
0.57 -0.27 0.0896729 -5.15627e-06
0.57 -0.26 0.0922791 -5.33709e-06
0.57 -0.25 0.0947855 -5.51264e-06
0.57 -0.24 0.0971921 -5.68274e-06
0.57 -0.23 0.0994988 -5.84722e-06
0.57 -0.22 0.101706 -6.00594e-06
0.57 -0.21 0.103813 -6.15872e-06
0.57 -0.2 0.10582 -6.30543e-06
0.57 -0.19 0.107728 -6.44591e-06
0.57 -0.18 0.109535 -6.58004e-06
0.57 -0.17 0.111243 -6.70768e-06
0.57 -0.16 0.112851 -6.8287e-06
0.57 -0.15 0.114359 -6.94299e-06
0.57 -0.14 0.115767 -7.05043e-06
0.57 -0.13 0.117075 -7.15092e-06
0.57 -0.12 0.118284 -7.24435e-06
0.57 -0.11 0.119392 -7.33065e-06
0.57 -0.1 0.120401 -7.40972e-06
0.57 -0.09 0.121309 -7.48148e-06
0.57 -0.08 0.122118 -7.54586e-06
0.57 -0.07 0.122827 -7.60281e-06
0.57 -0.06 0.123436 -7.65226e-06
0.57 -0.05 0.123944 -7.69416e-06
0.57 -0.04 0.124353 -7.72848e-06
0.57 -0.03 0.124662 -7.75517e-06
0.57 -0.02 0.124871 -7.77421e-06
0.57 -0.01 0.12498 -7.78559e-06
0.57 0 0.124989 -7.78929e-06
0.57 0.01 0.124898 -7.7853e-06
0.57 0.02 0.124707 -7.77363e-06
0.57 0.03 0.124416 -7.75429e-06
0.57 0.04 0.124025 -7.7273e-06
0.57 0.05 0.123533 -7.69268e-06
0.57 0.06 0.122942 -7.65047e-06
0.57 0.07 0.122251 -7.60071e-06
0.57 0.08 0.12146 -7.54345e-06
0.57 0.09 0.120568 -7.47874e-06
0.57 0.1 0.119577 -7.40664e-06
0.57 0.11 0.118485 -7.32724e-06
0.57 0.12 0.117293 -7.24059e-06
0.57 0.13 0.116001 -7.1468e-06
0.57 0.14 0.11461 -7.04595e-06
0.57 0.15 0.113117 -6.93814e-06
0.57 0.16 0.111525 -6.82348e-06
0.57 0.17 0.109833 -6.70209e-06
0.57 0.18 0.10804 -6.57407e-06
0.57 0.19 0.106148 -6.43956e-06
0.57 0.2 0.104155 -6.29869e-06
0.57 0.21 0.102062 -6.1516e-06
0.57 0.22 0.0998688 -5.99844e-06
0.57 0.23 0.0975754 -5.83936e-06
0.57 0.24 0.0951819 -5.67452e-06
0.57 0.25 0.0926881 -5.50407e-06
0.57 0.26 0.0900942 -5.32819e-06
0.57 0.27 0.0874 -5.14706e-06
0.57 0.28 0.0846056 -4.96086e-06
0.57 0.29 0.081711 -4.76977e-06
0.57 0.3 0.0787162 -4.57397e-06
0.57 0.31 0.0756211 -4.37368e-06
0.57 0.32 0.0724258 -4.16908e-06
0.57 0.33 0.0691303 -3.96038e-06
0.57 0.34 0.0657345 -3.74779e-06
0.57 0.35 0.0622384 -3.53152e-06
0.57 0.36 0.0586421 -3.31178e-06
0.57 0.37 0.0549456 -3.08881e-06
0.57 0.38 0.0511488 -2.86282e-06
0.57 0.39 0.0472517 -2.63403e-06
0.57 0.4 0.0432543 -2.40267e-06
0.57 0.41 0.0391567 -2.16899e-06
0.57 0.42 0.0349588 -1.9332e-06
0.57 0.43 0.0306607 -1.69555e-06
0.57 0.44 0.0262622 -1.45628e-06
0.57 0.45 0.0217635 -1.21562e-06
0.57 0.46 0.0171645 -9.73816e-07
0.57 0.47 0.0124652 -7.31108e-07
0.57 0.48 0.00766567 -4.8774e-07
0.57 0.49 0.00276583 -2.43956e-07

0.58 -0.5 0.00219663 -0
0.58 -0.49 0.00709703 -2.72423e-07
0.58 -0.48 0.0118977 -5.44502e-07
0.58 -0.47 0.0165987 -8.15972e-07
0.58 -0.46 0.0211999 -1.08657e-06
0.58 -0.45 0.0257014 -1.35602e-06
0.58 -0.44 0.0301032 -1.62408e-06
0.58 -0.43 0.0344053 -1.89047e-06
0.58 -0.42 0.0386076 -2.15494e-06
0.58 -0.41 0.0427102 -2.41722e-06
0.58 -0.4 0.0467131 -2.67707e-06
0.58 -0.39 0.0506162 -2.93423e-06
0.58 -0.38 0.0544196 -3.18845e-06
0.58 -0.37 0.0581233 -3.43948e-06
0.58 -0.36 0.0617272 -3.68707e-06
0.58 -0.35 0.0652313 -3.93099e-06
0.58 -0.34 0.0686357 -4.17099e-06
0.58 -0.33 0.0719404 -4.40685e-06
0.58 -0.32 0.0751453 -4.63833e-06
0.58 -0.31 0.0782504 -4.86521e-06
0.58 -0.3 0.0812557 -5.08726e-06
0.58 -0.29 0.0841613 -5.30428e-06
0.58 -0.28 0.0869671 -5.51604e-06
0.58 -0.27 0.0896731 -5.72234e-06
0.58 -0.26 0.0922792 -5.92298e-06
0.58 -0.25 0.0947856 -6.11776e-06
0.58 -0.24 0.0971922 -6.3065e-06
0.58 -0.23 0.099499 -6.489e-06
0.58 -0.22 0.101706 -6.6651e-06
0.58 -0.21 0.103813 -6.83461e-06
0.58 -0.2 0.10582 -6.99738e-06
0.58 -0.19 0.107728 -7.15324e-06
0.58 -0.18 0.109535 -7.30204e-06
0.58 -0.17 0.111243 -7.44364e-06
0.58 -0.16 0.112851 -7.57789e-06
0.58 -0.15 0.114359 -7.70467e-06
0.58 -0.14 0.115767 -7.82385e-06
0.58 -0.13 0.117075 -7.93531e-06
0.58 -0.12 0.118284 -8.03894e-06
0.58 -0.11 0.119392 -8.13465e-06
0.58 -0.1 0.120401 -8.22233e-06
0.58 -0.09 0.121309 -8.30191e-06
0.58 -0.08 0.122118 -8.3733e-06
0.58 -0.07 0.122827 -8.43643e-06
0.58 -0.06 0.123436 -8.49124e-06
0.58 -0.05 0.123944 -8.53768e-06
0.58 -0.04 0.124353 -8.57569e-06
0.58 -0.03 0.124662 -8.60525e-06
0.58 -0.02 0.124871 -8.62632e-06
0.58 -0.01 0.12498 -8.63888e-06
0.58 0 0.124989 -8.64292e-06
0.58 0.01 0.124898 -8.63843e-06
0.58 0.02 0.124707 -8.62542e-06
0.58 0.03 0.124416 -8.6039e-06
0.58 0.04 0.124025 -8.57388e-06
0.58 0.05 0.123533 -8.53541e-06
0.58 0.06 0.122942 -8.48851e-06
0.58 0.07 0.122251 -8.43323e-06
0.58 0.08 0.12146 -8.36963e-06
0.58 0.09 0.120568 -8.29777e-06
0.58 0.1 0.119577 -8.21772e-06
0.58 0.11 0.118485 -8.12956e-06
0.58 0.12 0.117293 -8.03336e-06
0.58 0.13 0.116001 -7.92924e-06
0.58 0.14 0.114609 -7.81729e-06
0.58 0.15 0.113117 -7.69762e-06
0.58 0.16 0.111525 -7.57035e-06
0.58 0.17 0.109833 -7.43561e-06
0.58 0.18 0.10804 -7.29353e-06
0.58 0.19 0.106148 -7.14425e-06
0.58 0.2 0.104155 -6.98791e-06
0.58 0.21 0.102062 -6.82468e-06
0.58 0.22 0.0998686 -6.65471e-06
0.58 0.23 0.0975752 -6.47818e-06
0.58 0.24 0.0951817 -6.29525e-06
0.58 0.25 0.0926879 -6.10612e-06
0.58 0.26 0.090094 -5.91096e-06
0.58 0.27 0.0873998 -5.70998e-06
0.58 0.28 0.0846054 -5.50338e-06
0.58 0.29 0.0817108 -5.29135e-06
0.58 0.3 0.078716 -5.07411e-06
0.58 0.31 0.0756209 -4.85188e-06
0.58 0.32 0.0724256 -4.62488e-06
0.58 0.33 0.0691301 -4.39334e-06
0.58 0.34 0.0657343 -4.15748e-06
0.58 0.35 0.0622382 -3.91755e-06
0.58 0.36 0.0586419 -3.67378e-06
0.58 0.37 0.0549454 -3.42641e-06
0.58 0.38 0.0511485 -3.1757e-06
0.58 0.39 0.0472515 -2.92189e-06
0.58 0.4 0.0432541 -2.66524e-06
0.58 0.41 0.0391565 -2.406e-06
0.58 0.42 0.0349586 -2.14444e-06
0.58 0.43 0.0306604 -1.88082e-06
0.58 0.44 0.026262 -1.61539e-06
0.58 0.45 0.0217633 -1.34843e-06
0.58 0.46 0.0171643 -1.0802e-06
0.58 0.47 0.012465 -8.10978e-07
0.58 0.48 0.00766543 -5.41022e-07
0.58 0.49 0.00276559 -2.70606e-07

0.59 -0.5 0.0021969 -0
0.59 -0.49 0.0070973 -2.99408e-07
0.59 -0.48 0.011898 -5.98437e-07
0.59 -0.47 0.0165989 -8.96793e-07
0.59 -0.46 0.0212002 -1.19419e-06
0.59 -0.45 0.0257017 -1.49033e-06
0.59 -0.44 0.0301035 -1.78492e-06
0.59 -0.43 0.0344055 -2.07769e-06
0.59 -0.42 0.0386079 -2.36834e-06
0.59 -0.41 0.0427105 -2.65659e-06
0.59 -0.4 0.0467134 -2.94216e-06
0.59 -0.39 0.0506165 -3.22478e-06
0.59 -0.38 0.0544199 -3.50415e-06
0.59 -0.37 0.0581235 -3.78002e-06
0.59 -0.36 0.0617274 -4.05212e-06
0.59 -0.35 0.0652316 -4.32017e-06
0.59 -0.34 0.068636 -4.58392e-06
0.59 -0.33 0.0719406 -4.84311e-06
0.59 -0.32 0.0751455 -5.09749e-06
0.59 -0.31 0.0782506 -5.3468e-06
0.59 -0.3 0.0812559 -5.59081e-06
0.59 -0.29 0.0841615 -5.82928e-06
0.59 -0.28 0.0869673 -6.06198e-06
0.59 -0.27 0.0896733 -6.28867e-06
0.59 -0.26 0.0922794 -6.50914e-06
0.59 -0.25 0.0947858 -6.72317e-06
0.59 -0.24 0.0971924 -6.93055e-06
0.59 -0.23 0.0994992 -7.13108e-06
0.59 -0.22 0.101706 -7.32457e-06
0.59 -0.21 0.103813 -7.51082e-06
0.59 -0.2 0.105821 -7.68965e-06
0.59 -0.19 0.107728 -7.86089e-06
0.59 -0.18 0.109536 -8.02438e-06
0.59 -0.17 0.111243 -8.17994e-06
0.59 -0.16 0.112851 -8.32743e-06
0.59 -0.15 0.114359 -8.4667e-06
0.59 -0.14 0.115767 -8.59762e-06
0.59 -0.13 0.117076 -8.72006e-06
0.59 -0.12 0.118284 -8.8339e-06
0.59 -0.11 0.119392 -8.93902e-06
0.59 -0.1 0.120401 -9.03532e-06
0.59 -0.09 0.121309 -9.12272e-06
0.59 -0.08 0.122118 -9.20111e-06
0.59 -0.07 0.122827 -9.27043e-06
0.59 -0.06 0.123436 -9.3306e-06
0.59 -0.05 0.123944 -9.38158e-06
0.59 -0.04 0.124353 -9.42329e-06
0.59 -0.03 0.124662 -9.45572e-06
0.59 -0.02 0.124871 -9.47881e-06
0.59 -0.01 0.12498 -9.49256e-06
0.59 0 0.124989 -9.49693e-06
0.59 0.01 0.124898 -9.49194e-06
0.59 0.02 0.124707 -9.47759e-06
0.59 0.03 0.124416 -9.45388e-06
0.59 0.04 0.124025 -9.42084e-06
0.59 0.05 0.123533 -9.37851e-06
0.59 0.06 0.122942 -9.32692e-06
0.59 0.07 0.122251 -9.26613e-06
0.59 0.08 0.121459 -9.19619e-06
0.59 0.09 0.120568 -9.11717e-06
0.59 0.1 0.119576 -9.02916e-06
0.59 0.11 0.118485 -8.93223e-06
0.59 0.12 0.117293 -8.82648e-06
0.59 0.13 0.116001 -8.71203e-06
0.59 0.14 0.114609 -8.58897e-06
0.59 0.15 0.113117 -8.45744e-06
0.59 0.16 0.111525 -8.31755e-06
0.59 0.17 0.109833 -8.16946e-06
0.59 0.18 0.10804 -8.0133e-06
0.59 0.19 0.106147 -7.84924e-06
0.59 0.2 0.104155 -7.67743e-06
0.59 0.21 0.102062 -7.49805e-06
0.59 0.22 0.0998684 -7.31126e-06
0.59 0.23 0.0975751 -7.11727e-06
0.59 0.24 0.0951815 -6.91626e-06
0.59 0.25 0.0926877 -6.70843e-06
0.59 0.26 0.0900938 -6.49399e-06
0.59 0.27 0.0873996 -6.27315e-06
0.59 0.28 0.0846052 -6.04613e-06
0.59 0.29 0.0817106 -5.81316e-06
0.59 0.3 0.0787158 -5.57447e-06
0.59 0.31 0.0756207 -5.3303e-06
0.59 0.32 0.0724254 -5.08089e-06
0.59 0.33 0.0691298 -4.82649e-06
0.59 0.34 0.065734 -4.56735e-06
0.59 0.35 0.062238 -4.30374e-06
0.59 0.36 0.0586417 -4.03592e-06
0.59 0.37 0.0549451 -3.76415e-06
0.59 0.38 0.0511483 -3.48871e-06
0.59 0.39 0.0472512 -3.20987e-06
0.59 0.4 0.0432539 -2.92791e-06
0.59 0.41 0.0391562 -2.64312e-06
0.59 0.42 0.0349583 -2.35577e-06
0.59 0.43 0.0306602 -2.06616e-06
0.59 0.44 0.0262617 -1.77457e-06
0.59 0.45 0.021763 -1.4813e-06
0.59 0.46 0.017164 -1.18664e-06
0.59 0.47 0.0124647 -8.90882e-07
0.59 0.48 0.00766516 -5.94325e-07
0.59 0.49 0.00276532 -2.97266e-07

0.6 -0.5 0.0021972 -0
0.6 -0.49 0.0070976 -3.26407e-07
0.6 -0.48 0.0118983 -6.52399e-07
0.6 -0.47 0.0165992 -9.77656e-07
0.6 -0.46 0.0212005 -1.30186e-06
0.6 -0.45 0.025702 -1.6247e-06
0.6 -0.44 0.0301038 -1.94585e-06
0.6 -0.43 0.0344058 -2.26501e-06
0.6 -0.42 0.0386082 -2.58186e-06
0.6 -0.41 0.0427108 -2.89609e-06
0.6 -0.4 0.0467136 -3.2074e-06
0.6 -0.39 0.0506168 -3.51547e-06
0.6 -0.38 0.0544202 -3.82002e-06
0.6 -0.37 0.0581238 -4.12075e-06
0.6 -0.36 0.0617277 -4.41736e-06
0.6 -0.35 0.0652318 -4.70955e-06
0.6 -0.34 0.0686362 -4.99706e-06
0.6 -0.33 0.0719409 -5.27959e-06
0.6 -0.32 0.0751457 -5.55688e-06
0.6 -0.31 0.0782509 -5.82864e-06
0.6 -0.3 0.0812562 -6.09462e-06
0.6 -0.29 0.0841617 -6.35455e-06
0.6 -0.28 0.0869675 -6.60819e-06
0.6 -0.27 0.0896735 -6.85529e-06
0.6 -0.26 0.0922797 -7.09559e-06
0.6 -0.25 0.094786 -7.32888e-06
0.6 -0.24 0.0971926 -7.55492e-06
0.6 -0.23 0.0994994 -7.77349e-06
0.6 -0.22 0.101706 -7.98437e-06
0.6 -0.21 0.103813 -8.18737e-06
0.6 -0.2 0.105821 -8.38227e-06
0.6 -0.19 0.107728 -8.56891e-06
0.6 -0.18 0.109536 -8.74707e-06
0.6 -0.17 0.111243 -8.91661e-06
0.6 -0.16 0.112851 -9.07734e-06
0.6 -0.15 0.114359 -9.22912e-06
0.6 -0.14 0.115767 -9.37178e-06
0.6 -0.13 0.117076 -9.5052e-06
0.6 -0.12 0.118284 -9.62925e-06
0.6 -0.11 0.119392 -9.74379e-06
0.6 -0.1 0.120401 -9.84872e-06
0.6 -0.09 0.121309 -9.94393e-06
0.6 -0.08 0.122118 -1.00293e-05
0.6 -0.07 0.122827 -1.01048e-05
0.6 -0.06 0.123436 -1.01704e-05
0.6 -0.05 0.123944 -1.02259e-05
0.6 -0.04 0.124353 -1.02713e-05
0.6 -0.03 0.124662 -1.03066e-05
0.6 -0.02 0.124871 -1.03317e-05
0.6 -0.01 0.12498 -1.03467e-05
0.6 0 0.124989 -1.03514e-05
0.6 0.01 0.124898 -1.03459e-05
0.6 0.02 0.124707 -1.03302e-05
0.6 0.03 0.124416 -1.03043e-05
0.6 0.04 0.124025 -1.02682e-05
0.6 0.05 0.123533 -1.0222e-05
0.6 0.06 0.122942 -1.01657e-05
0.6 0.07 0.122251 -1.00994e-05
0.6 0.08 0.121459 -1.00231e-05
0.6 0.09 0.120568 -9.93697e-06
0.6 0.1 0.119576 -9.84099e-06
0.6 0.11 0.118485 -9.73529e-06
0.6 0.12 0.117293 -9.61999e-06
0.6 0.13 0.116001 -9.49519e-06
0.6 0.14 0.114609 -9.36102e-06
0.6 0.15 0.113117 -9.21762e-06
0.6 0.16 0.111525 -9.06511e-06
0.6 0.17 0.109832 -8.90366e-06
0.6 0.18 0.10804 -8.73343e-06
0.6 0.19 0.106147 -8.55457e-06
0.6 0.2 0.104154 -8.36728e-06
0.6 0.21 0.102061 -8.17174e-06
0.6 0.22 0.0998682 -7.96813e-06
0.6 0.23 0.0975749 -7.75667e-06
0.6 0.24 0.0951813 -7.53756e-06
0.6 0.25 0.0926875 -7.31103e-06
0.6 0.26 0.0900936 -7.07729e-06
0.6 0.27 0.0873994 -6.83658e-06
0.6 0.28 0.084605 -6.58914e-06
0.6 0.29 0.0817104 -6.33522e-06
0.6 0.3 0.0787155 -6.07506e-06
0.6 0.31 0.0756204 -5.80894e-06
0.6 0.32 0.0724251 -5.53711e-06
0.6 0.33 0.0691296 -5.25984e-06
0.6 0.34 0.0657338 -4.97742e-06
0.6 0.35 0.0622377 -4.69012e-06
0.6 0.36 0.0586414 -4.39824e-06
0.6 0.37 0.0549448 -4.10206e-06
0.6 0.38 0.051148 -3.80187e-06
0.6 0.39 0.0472509 -3.49799e-06
0.6 0.4 0.0432536 -3.19071e-06
0.6 0.41 0.0391559 -2.88035e-06
0.6 0.42 0.034958 -2.5672e-06
0.6 0.43 0.0306599 -2.25159e-06
0.6 0.44 0.0262614 -1.93382e-06
0.6 0.45 0.0217627 -1.61423e-06
0.6 0.46 0.0171637 -1.29312e-06
0.6 0.47 0.0124644 -9.70823e-07
0.6 0.48 0.00766486 -6.47654e-07
0.6 0.49 0.00276502 -3.23939e-07

0.61 -0.5 0.00219753 -0
0.61 -0.49 0.00709793 -3.53422e-07
0.61 -0.48 0.0118986 -7.06392e-07
0.61 -0.47 0.0165996 -1.05857e-06
0.61 -0.46 0.0212008 -1.4096e-06
0.61 -0.45 0.0257023 -1.75915e-06
0.61 -0.44 0.0301041 -2.10687e-06
0.61 -0.43 0.0344062 -2.45243e-06
0.61 -0.42 0.0386085 -2.79549e-06
0.61 -0.41 0.0427111 -3.13572e-06
0.61 -0.4 0.0467139 -3.47277e-06
0.61 -0.39 0.0506171 -3.80633e-06
0.61 -0.38 0.0544205 -4.13607e-06
0.61 -0.37 0.0581241 -4.46167e-06
0.61 -0.36 0.061728 -4.7828e-06
0.61 -0.35 0.0652321 -5.09916e-06
0.61 -0.34 0.0686365 -5.41043e-06
0.61 -0.33 0.0719412 -5.71632e-06
0.61 -0.32 0.075146 -6.01652e-06
0.61 -0.31 0.0782511 -6.31075e-06
0.61 -0.3 0.0812564 -6.59871e-06
0.61 -0.29 0.084162 -6.88012e-06
0.61 -0.28 0.0869677 -7.15471e-06
0.61 -0.27 0.0896737 -7.42222e-06
0.61 -0.26 0.0922799 -7.68237e-06
0.61 -0.25 0.0947863 -7.93493e-06
0.61 -0.24 0.0971928 -8.17963e-06
0.61 -0.23 0.0994996 -8.41624e-06
0.61 -0.22 0.101707 -8.64454e-06
0.61 -0.21 0.103814 -8.86429e-06
0.61 -0.2 0.105821 -9.07528e-06
0.61 -0.19 0.107728 -9.2773e-06
0.61 -0.18 0.109536 -9.47017e-06
0.61 -0.17 0.111244 -9.65368e-06
0.61 -0.16 0.112851 -9.82767e-06
0.61 -0.15 0.114359 -9.99195e-06
0.61 -0.14 0.115768 -1.01464e-05
0.61 -0.13 0.117076 -1.02908e-05
0.61 -0.12 0.118284 -1.0425e-05
0.61 -0.11 0.119392 -1.0549e-05
0.61 -0.1 0.120401 -1.06626e-05
0.61 -0.09 0.12131 -1.07656e-05
0.61 -0.08 0.122118 -1.0858e-05
0.61 -0.07 0.122827 -1.09397e-05
0.61 -0.06 0.123436 -1.10106e-05
0.61 -0.05 0.123945 -1.10707e-05
0.61 -0.04 0.124353 -1.11198e-05
0.61 -0.03 0.124662 -1.11579e-05
0.61 -0.02 0.124871 -1.11851e-05
0.61 -0.01 0.12498 -1.12012e-05
0.61 0 0.124989 -1.12063e-05
0.61 0.01 0.124898 -1.12003e-05
0.61 0.02 0.124707 -1.11832e-05
0.61 0.03 0.124416 -1.11551e-05
0.61 0.04 0.124024 -1.1116e-05
0.61 0.05 0.123533 -1.1066e-05
0.61 0.06 0.122942 -1.1005e-05
0.61 0.07 0.122251 -1.09332e-05
0.61 0.08 0.121459 -1.08505e-05
0.61 0.09 0.120568 -1.07572e-05
0.61 0.1 0.119576 -1.06532e-05
0.61 0.11 0.118485 -1.05388e-05
0.61 0.12 0.117293 -1.04139e-05
0.61 0.13 0.116001 -1.02788e-05
0.61 0.14 0.114609 -1.01335e-05
0.61 0.15 0.113117 -9.9782e-06
0.61 0.16 0.111525 -9.81306e-06
0.61 0.17 0.109832 -9.63825e-06
0.61 0.18 0.10804 -9.45392e-06
